name,mB,sig_mB,z,sig_z
310574,21.0224,0.1241,0.2368,0.0
320258,21.88785,0.1485,0.3412,0.0
330022,21.064,0.1418,0.2641,0.0
330089,22.1162,0.13315,0.349,0.0
330128,21.71485,0.1245,0.3212,0.0
330146,19.80745,0.1216,0.1352,0.0
340334,21.88165,0.1627,0.3065,0.0
350047,21.21045,0.1599,0.2335,0.0
350078,21.91835,0.1704,0.3006,0.0
350083,21.9904,0.12345,0.3676,0.0
350233,20.2554,0.1144,0.1692,0.0
350316,18.337,0.10315,0.07976,0.0
350548,20.3864,0.1142,0.1806,0.0
360112,20.34675,0.16425,0.1806,0.0
360140,21.03315,0.15375,0.2307,0.0
360156,17.29255,0.1243,0.04582,0.0
370098,20.7853,0.1197,0.2212,0.0
370308,20.5274,0.21145,0.2006,0.0
370333,18.378,0.11965,0.0755,0.0
370356,15.98385,0.1362,0.02627,0.0
370369,20.055,0.15515,0.1912,0.0
370428,20.3552,0.11035,0.1777,0.0
370563,20.5371,0.1169,0.1852,0.0
380279,22.02925,0.13805,0.3491,0.0
380378,21.30945,0.10785,0.2712,0.0
390264,21.17535,0.1226,0.2921,0.0
390471,21.7944,0.11375,0.3704,0.0
420100,18.8215,0.14795,0.0963,0.0
420159,20.2752,0.1117,0.1808,0.0
420258,21.3734,0.1525,0.2748,0.0
420407,21.2589,0.1441,0.2454,0.0
420417,21.9082,0.2036,0.3618,0.0
430004,20.92185,0.1499,0.2318,0.0
440008,19.91105,0.11095,0.1466,0.0
440042,20.18505,0.1775,0.1592,0.0
440162,22.4583,0.14905,0.4198,0.0
440509,21.66595,0.15665,0.3192,0.0
450175,22.97595,0.19605,0.5196,0.0
460003,19.9375,0.11,0.1506,0.0
460037,21.6135,0.15825,0.3026,0.0
460105,20.73865,0.1623,0.2106,0.0
470008,20.71895,0.1478,0.2396,0.0
470041,21.7581,0.12005,0.3316,0.0
470232,20.72485,0.1607,0.2006,0.0
470244,22.1621,0.14215,0.3606,0.0
480064,21.3408,0.1213,0.2426,0.0
480464,20.82175,0.14915,0.2212,0.0
490008,19.3688,0.1916,0.1206,0.0
490521,21.88605,0.16925,0.3412,0.0
500004,21.0268,0.13165,0.2504,0.0
500057,22.1535,0.1307,0.3804,0.0
500100,21.81735,0.13845,0.3106,0.0
500504,20.3968,0.14145,0.1994,0.0
510251,21.0934,0.1643,0.24,0.0
510457,22.89585,0.20855,0.5027,0.0
510578,22.10035,0.1358,0.3701,0.0
510638,21.36745,0.13725,0.27,0.0
520019,21.391,0.1313,0.2631,0.0
520023,21.22475,0.16715,0.268,0.0
520062,21.95175,0.1182,0.308,0.0
520077,21.3768,0.1625,0.25,0.0
520188,21.3787,0.11055,0.2804,0.0
530112,21.9041,0.12485,0.3148,0.0
530219,22.1329,0.16575,0.3288,0.0
540163,21.9869,0.11895,0.3297,0.0
550041,21.13905,0.14085,0.2588,0.0
550096,20.6681,0.15385,0.2246,0.0
550154,20.9208,0.1231,0.2102,0.0
550218,22.2944,0.18525,0.3878,0.0
560087,21.6875,0.1493,0.3068,0.0
560121,22.2065,0.1423,0.3652,0.0
560152,21.1327,0.1596,0.2488,0.0
570025,21.39335,0.16425,0.2988,0.0
570062,19.5741,0.1083,0.1238,0.0
580235,21.7689,0.1401,0.3312,0.0
580275,22.18595,0.1824,0.3826,0.0
580300,21.13115,0.11795,0.2406,0.0
590005,20.2873,0.17315,0.1712,0.0
200132,20.859,0.16115,0.2088,0.0
350180,21.715,0.1649,0.2896,0.0
000010,21.1466,0.1219,0.2457,0.0
000014,19.76145,0.12305,0.1361,0.0
000038,19.8557,0.11605,0.1505,0.0
000137,19.26765,0.1244,0.1187,0.0
000174,21.05305,0.1237,0.2448,0.0
000196,21.9623,0.10725,0.3503,0.0
000202,23.4834,0.1156,0.6192,0.0
000220,20.83145,0.10825,0.2196,0.0
010010,19.1829,0.10965,0.0994,0.0
020090,22.4668,0.20545,0.4098,0.0
030006,22.81425,0.2082,0.5025,0.0
040150,22.31495,0.143,0.3815,0.0
040201,21.2969,0.11365,0.2797,0.0
040780,20.74845,0.15255,0.2307,0.0
050003,22.5594,0.1627,0.4269,0.0
050201,23.1391,0.14355,0.5501,0.0
050291,21.96765,0.14105,0.3253,0.0
050296,22.00245,0.1283,0.3509,0.0
050303,21.97245,0.18155,0.3283,0.0
050580,22.4503,0.1316,0.4504,0.0
070242,18.09975,0.1085,0.06441,0.0
080064,17.91255,0.12675,0.06559,0.0
080646,21.8116,0.12465,0.3185,0.0
090037,20.2551,0.1724,0.1453,0.0
090275,19.7799,0.1129,0.1396,0.0
100101,22.75515,0.1527,0.4294,0.0
100206,20.59575,0.11555,0.2166,0.0
100358,21.88675,0.1841,0.3666,0.0
110425,22.2063,0.1382,0.3806,0.0
110430,22.47585,0.16245,0.4206,0.0
110460,20.61175,0.15295,0.1996,0.0
110484,22.8206,0.17305,0.5106,0.0
110542,22.6189,0.15295,0.4267,0.0
110716,21.9342,0.1522,0.3156,0.0
110721,23.2802,0.1624,0.5779,0.0
120044,23.0166,0.15415,0.4812,0.0
120086,22.18855,0.1588,0.3922,0.0
120143,20.08825,0.1083,0.1735,0.0
120369,21.9984,0.1153,0.3302,0.0
120444,21.70345,0.1614,0.2996,0.0
120586,20.95825,0.1411,0.2296,0.0
130755,21.54425,0.1708,0.2927,0.0
140152,20.59295,0.11275,0.2085,0.0
150254,21.2869,0.11615,0.2749,0.0
150457,21.66825,0.11865,0.3032,0.0
160070,22.19585,0.1342,0.359,0.0
160126,21.8702,0.1604,0.36,0.0
160198,21.98165,0.1223,0.349,0.0
160214,23.3169,0.11795,0.6304,0.0
170078,22.0192,0.15495,0.3207,0.0
180313,22.84675,0.1182,0.51,0.0
190209,22.0067,0.1243,0.3669,0.0
190340,19.7944,0.1038,0.1384,0.0
300179,20.54675,0.14915,0.1792,0.0
310039,20.22,0.11585,0.1717,0.0
310051,21.2356,0.1242,0.2708,0.0
310090,22.23255,0.2533,0.3473,0.0
310146,22.6131,0.1463,0.4796,0.0
310188,21.9169,0.137,0.3192,0.0
310260,22.9578,0.1518,0.5192,0.0
320099,22.18215,0.1306,0.3802,0.0
320469,22.13805,0.26375,0.3712,0.0
330023,20.474,0.12575,0.1808,0.0
330083,20.75105,0.12225,0.2236,0.0
340229,19.8422,0.13225,0.1412,0.0
350027,21.68485,0.12015,0.3055,0.0
350050,22.12805,0.15365,0.4045,0.0
350080,21.43725,0.1358,0.2856,0.0
350192,21.5859,0.13495,0.3012,0.0
350235,21.2319,0.12955,0.2637,0.0
350374,22.9717,0.1963,0.5006,0.0
350630,21.64295,0.1129,0.3051,0.0
360139,22.28245,0.126,0.3857,0.0
360145,20.6442,0.1223,0.1985,0.0
370066,18.75805,0.1103,0.0906,0.0
370329,22.9261,0.1649,0.4774,0.0
370344,21.831,0.11675,0.3312,0.0
370367,22.70965,0.15,0.4712,0.0
370394,21.7726,0.15595,0.3306,0.0
370498,21.3572,0.14225,0.2607,0.0
370566,18.15745,0.1192,0.07141,0.0
370595,20.426,0.1593,0.1812,0.0
380318,21.91315,0.151,0.3379,0.0
390259,19.37365,0.11495,0.1221,0.0
390449,21.1135,0.14315,0.2501,0.0
390627,20.16235,0.167,0.1604,0.0
420196,21.99485,0.16045,0.2988,0.0
420352,22.11805,0.14095,0.3892,0.0
420414,21.4687,0.1649,0.2928,0.0
430003,21.6655,0.17245,0.3288,0.0
440005,21.6995,0.13305,0.3056,0.0
440050,21.46645,0.1395,0.2858,0.0
440236,22.4792,0.1471,0.4292,0.0
440285,20.481,0.1699,0.1792,0.0
440643,20.50025,0.1605,0.1896,0.0
450082,21.19025,0.14705,0.2488,0.0
450339,22.48095,0.19045,0.4096,0.0
460064,20.85675,0.13015,0.2416,0.0
470015,21.8791,0.16625,0.3376,0.0
470043,18.48435,0.29975,0.0706,0.0
470110,21.9593,0.1626,0.3456,0.0
480184,21.98705,0.15615,0.3306,0.0
490007,17.60185,0.1165,0.05495,0.0
490037,22.37855,0.1425,0.4231,0.0
500038,19.19495,0.1111,0.1072,0.0
500065,21.2265,0.12315,0.2854,0.0
500301,21.91925,0.1384,0.3254,0.0
500511,21.74575,0.1129,0.3347,0.0
510113,21.30595,0.15955,0.2907,0.0
510266,22.4238,0.13695,0.4404,0.0
510550,21.09055,0.1118,0.2411,0.0
510597,22.75035,0.16435,0.4607,0.0
520022,19.33475,0.1245,0.1194,0.0
520041,23.34415,0.1462,0.545,0.0
520071,22.6089,0.1289,0.4114,0.0
530037,21.34225,0.14435,0.2688,0.0
530086,17.35275,0.13525,0.04976,0.0
530251,22.5817,0.15385,0.4118,0.0
550005,18.2355,0.1566,0.07369,0.0
550059,22.0816,0.21085,0.3188,0.0
550137,22.16135,0.152,0.4198,0.0
550202,22.49015,0.2331,0.4208,0.0
560027,22.46285,0.19185,0.4392,0.0
560054,22.68865,0.17225,0.4804,0.0
560150,20.66375,0.13595,0.1998,0.0
570022,21.81235,0.1445,0.3018,0.0
570056,21.4412,0.13835,0.2902,0.0
580104,21.58775,0.1462,0.3092,0.0
580270,21.7291,0.123,0.2956,0.0
580276,21.88335,0.13905,0.3386,0.0
590031,22.21555,0.1463,0.3782,0.0
590194,18.72405,0.11685,0.0896,0.0
520016,22.6586,0.15475,0.4507,0.0
380199,22.8011,0.14725,0.4604,0.0
vespesian,25.73935,0.3352,1.206,0.0
washington,25.6034,0.1484,1.33,0.0
carter,25.9072,0.21065,1.54,0.0
Primo,26.00705,0.18565,1.55,0.0
geta,26.0592,0.2832,1.7,0.0
stone,26.2011,0.18795,1.8,0.0
colfax,26.877,0.2548,2.26,0.0
wilson,26.1609,0.2559,1.914,0.0
Aphrodite,25.52015,0.17875,1.3,0.0
Borg,25.4652,0.1632,1.34,0.0
Eagle,24.88235,0.1657,1.02,0.0
Frodo,23.70605,0.134,0.735,0.0
Gabi,25.0639,0.1649,1.12,0.0
Koekemoer,25.28615,0.19155,1.23,0.0
Lancaster,25.4985,0.17085,1.23,0.0
Manipogo,24.3128,0.21455,0.854,0.0
Mcguire,25.5159,0.1622,1.37,0.0
Ombo,24.7061,0.13985,0.9752,0.0
Patuxent,25.11545,0.26175,0.97,0.0
Rakke,23.8446,0.12605,0.74,0.0
Sasquatch,25.36305,0.20125,1.39,0.0
Thoth,25.2642,0.235,1.305,0.0
Vilas,24.2666,0.1658,0.935,0.0
SCP05D0,24.85445,0.2291,1.014,0.0
SCP05D6,25.54235,0.1987,1.315,0.0
SCP06C0,24.63835,0.26405,1.092,0.0
