Gal,logP,mW,sig_mW,Fe/H,z,V-I
N3447,1.4771212547196624,24.81242,0.28,-0.031000000000000583,0.0035600000000000002,1.03
N3447,1.4830164201441323,25.153299999999998,0.42,-0.06600000000000072,0.0035600000000000002,0.95
N3447,1.4847268042986619,24.618920000000003,0.2,-0.2469999999999999,0.0035600000000000002,0.78
N3447,1.4903799200031789,24.9005,0.3,0.045999999999999375,0.0035600000000000002,0.75
N3447,1.500373714353374,24.405399999999997,0.19,-0.2010000000000005,0.0035600000000000002,1.1
N3447,1.505421327583281,24.052079999999997,0.24,-0.0909999999999993,0.0035600000000000002,0.72
N3447,1.5075860397630108,24.3898,0.19,-0.1899999999999995,0.0035600000000000002,0.7
N3447,1.5083950331330531,24.451539999999998,0.35,-0.08799999999999919,0.0035600000000000002,1.11
N3447,1.5166675590990428,23.90768,0.24,-0.15399999999999991,0.0035600000000000002,1.12
N3447,1.5216610151120733,24.56716,0.27,-0.27399999999999913,0.0035600000000000002,0.94
N3447,1.5296869537729165,24.34398,0.32,-0.08799999999999919,0.0035600000000000002,1.57
N3447,1.5342800052050816,23.857499999999998,0.32,-0.2729999999999997,0.0035600000000000002,1.25
N3447,1.5486350598147516,24.48224,0.2,-0.2010000000000005,0.0035600000000000002,1.16
N3447,1.5487578285737043,24.050140000000003,0.27,-0.04800000000000004,0.0035600000000000002,1.01
N3447,1.5525465479556604,24.18398,0.28,0.03500000000000014,0.0035600000000000002,1.57
N3447,1.5564231213712854,23.940659999999998,0.18,-0.10299999999999976,0.0035600000000000002,1.19
N3447,1.5566642621225686,23.85312,0.2,0.09800000000000075,0.0035600000000000002,1.08
N3447,1.5590683340345368,24.099800000000002,0.23,-0.0779999999999994,0.0035600000000000002,0.7
N3447,1.5652573434202137,23.98926,0.14,-0.2129999999999992,0.0035600000000000002,1.09
N3447,1.5679669068231543,24.361539999999998,0.17,-0.26900000000000013,0.0035600000000000002,1.11
N3447,1.5765716840652908,24.18032,0.15,-0.009999999999999787,0.0035600000000000002,0.88
N3447,1.588159616383092,23.81962,0.17,-0.0909999999999993,0.0035600000000000002,0.83
N3447,1.5936183081295359,24.104519999999997,0.24,-0.06700000000000017,0.0035600000000000002,1.18
N3447,1.5969268143429707,23.88488,0.17,-0.051000000000000156,0.0035600000000000002,0.92
N3447,1.5976951859255124,23.91874,0.15,-0.019000000000000128,0.0035600000000000002,0.91
N3447,1.6031443726201824,23.92664,0.26,-0.22000000000000064,0.0035600000000000002,0.76
N3447,1.60788374435699,23.923280000000002,0.16,-0.0030000000000001137,0.0035600000000000002,1.52
N3447,1.6357852355336517,23.48224,0.31,-0.0649999999999995,0.0035600000000000002,1.16
N3447,1.6497241859295224,23.61574,0.18,-0.045999999999999375,0.0035600000000000002,1.41
N3447,1.6586790285824489,23.693299999999997,0.12,-0.12100000000000044,0.0035600000000000002,0.95
N3447,1.6637009253896482,23.63312,0.27,-0.03500000000000014,0.0035600000000000002,1.08
N3447,1.6729286904427225,24.15014,0.22,-0.19200000000000017,0.0035600000000000002,1.01
N3447,1.6849350826408895,23.770480000000003,0.26,-0.058999999999999275,0.0035600000000000002,1.32
N3447,1.6929350025311378,24.10646,0.19,-0.07000000000000028,0.0035600000000000002,0.89
N3447,1.7824009524965299,23.7119,0.11,-0.10200000000000031,0.0035600000000000002,0.85
N3447,1.7836177651907488,23.211360000000003,0.2,-0.28200000000000003,0.0035600000000000002,1.24
N3447,1.800166990201364,23.00452,0.16,-0.025000000000000355,0.0035600000000000002,1.18
N3447,1.804548308388056,23.40698,0.25,-0.23000000000000043,0.0035600000000000002,1.07
N3447,1.8085485512404054,23.25522,0.15,0.019999999999999574,0.0035600000000000002,1.23
N3447,1.808616035426992,23.2147,0.2,-0.26399999999999935,0.0035600000000000002,1.05
N3447,1.8487431818956837,23.50102,0.13,-0.1720000000000006,0.0035600000000000002,0.93
N3447,1.854973673726417,23.03118,0.17,-0.270999999999999,0.0035600000000000002,1.37
N3447,1.8603380065709938,23.303819999999998,0.18,-0.2629999999999999,0.0035600000000000002,1.13
N3972,1.1869563354654122,24.99242,0.61,0.24900000000000055,0.00284,1.03
N3972,1.1889284837608534,24.749779999999998,0.61,0.12400000000000055,0.00284,1.27
N3972,1.1978316933289028,24.9798,0.54,0.3230000000000004,0.00284,0.7
N3972,1.2111205412580495,25.48944,0.54,0.15600000000000058,0.00284,0.96
N3972,1.239549720840473,24.817320000000002,0.62,0.19200000000000017,0.00284,1.38
N3972,1.2494429614425822,25.12206,0.62,0.09200000000000053,0.00284,1.29
N3972,1.2564772062416767,24.59136,0.47,0.08900000000000041,0.00284,1.24
N3972,1.2579184503140584,23.86732,0.56,0.30600000000000094,0.00284,1.38
N3972,1.2583978040955086,24.94276,0.69,0.2870000000000008,0.00284,1.34
N3972,1.2588766293721312,25.020319999999998,0.52,0.17099999999999937,0.00284,0.88
N3972,1.2685779718828432,24.2389,0.47,0.3089999999999993,0.00284,1.35
N3972,1.2748503200166648,24.40522,0.49,0.20500000000000007,0.00284,1.23
N3972,1.2780673308886625,24.9305,0.61,0.20899999999999963,0.00284,0.75
N3972,1.2823955047425255,24.316619999999997,0.61,0.2789999999999999,0.00284,1.33
N3972,1.2938043599193367,24.26944,0.48,0.21700000000000053,0.00284,0.96
N3972,1.313234291694724,25.132759999999998,0.57,0.27800000000000047,0.00284,1.34
N3972,1.3492775274679554,24.9975,0.64,0.23900000000000077,0.00284,1.25
N3972,1.3516030724191288,24.3426,0.39,0.29300000000000104,0.00284,0.9
N3972,1.3774883833761327,24.8626,0.53,0.20800000000000018,0.00284,0.9
N3972,1.395675785269936,24.614160000000002,0.57,0.33399999999999963,0.00284,1.44
N3972,1.3981136917305026,24.92154,0.58,0.23199999999999932,0.00284,1.11
N3972,1.398634324538392,24.03504,0.6,0.34299999999999997,0.00284,1.36
N3972,1.4191293077419758,24.17172,0.53,0.15700000000000003,0.00284,0.98
N3972,1.4340896384178907,23.915560000000003,0.42,0.12299999999999933,0.00284,1.54
N3972,1.4718781993072905,23.77468,0.48,0.27200000000000024,0.00284,1.62
N3972,1.4801507252732804,24.19436,0.41,0.3279999999999994,0.00284,0.74
N3972,1.5029730590656314,23.97698,0.61,0.23399999999999999,0.00284,1.07
N3972,1.5055569386638217,23.2747,0.58,0.33399999999999963,0.00284,1.05
N3972,1.5240064455573725,24.25592,0.54,0.2940000000000005,0.00284,1.28
N3972,1.5622928644564746,23.76716,0.4,0.26699999999999946,0.00284,0.94
N3972,1.5634810853944108,24.0726,0.3,0.11599999999999966,0.00284,0.9
N3972,1.5953859808091417,24.40558,0.5,0.3290000000000006,0.00284,0.97
N3972,1.6638892986226614,23.07398,0.42,0.3000000000000007,0.00284,1.57
N3972,1.6657685507193798,23.7668,0.49,0.4250000000000007,0.00284,1.2
N3972,1.7314275870509481,23.278019999999998,0.21,0.16600000000000037,0.00284,1.43
N3972,1.7337588355872027,23.22364,0.28,0.20800000000000018,0.00284,1.26
N3972,1.7471786713601645,23.10154,0.47,0.39400000000000013,0.00284,1.11
N3972,1.7635777244666453,23.06592,0.14,0.0030000000000001137,0.00284,1.28
N3972,1.7965743332104296,22.73276,0.49,0.4350000000000005,0.00284,1.34
N3972,1.816241299991783,23.36346,0.29,0.3160000000000007,0.00284,1.39
N3972,1.8166389448984614,23.55908,0.53,0.5099999999999998,0.00284,1.22
N3972,1.8484970180903666,22.96732,0.26,0.3000000000000007,0.00284,1.38
N3982,1.330007700872759,24.46172,0.31,0.17600000000000016,0.0037,0.98
N3982,1.3354579006893843,24.80154,0.29,-0.09799999999999898,0.0037,1.11
N3982,1.450557009418329,23.32382,0.53,0.09600000000000009,0.0037,1.13
N3982,1.4733409641859354,24.08434,0.45,0.06799999999999962,0.0037,1.31
N3982,1.5122840632818535,23.88908,0.17,-0.36599999999999966,0.0037,1.22
N3982,1.529045170765769,23.88294,0.4,0.1379999999999999,0.0037,1.21
N3982,1.5341530741850626,24.256619999999998,0.2,-0.15199999999999925,0.0037,1.33
N3982,1.5875987297212448,23.85592,0.18,-0.39400000000000013,0.0037,1.28
N3982,1.6068111469189634,24.109260000000003,0.17,-0.24600000000000044,0.0037,1.09
N3982,1.6069185259482912,23.71346,0.27,-0.031000000000000583,0.0037,1.39
N3982,1.619927710291468,24.011020000000002,0.23,-0.03500000000000014,0.0037,0.93
N3982,1.671913012441587,23.78276,0.43,0.19100000000000072,0.0037,1.34
N3982,1.6763277338813203,23.73908,0.24,0.006000000000000227,0.0037,1.22
N3982,1.7209031708134575,23.60576,0.48,0.23099999999999987,0.0037,0.84
N3982,1.7606486195813562,23.392419999999998,0.17,-0.36299999999999955,0.0037,1.03
N3982,1.9206450014067875,22.98032,0.3,0.25,0.0037,0.88
N4038,1.6043340731029112,23.74398,0.4,0.22000000000000064,0.0054800000000000005,1.57
N4038,1.6072405038317428,23.40768,0.47,0.23000000000000043,0.0054800000000000005,1.12
N4038,1.6135247028536523,23.3233,0.52,0.19400000000000084,0.0054800000000000005,0.95
N4038,1.6557145496187098,23.159599999999998,0.31,0.15799999999999947,0.0054800000000000005,1.4
N4038,1.7253398159097373,22.82468,0.52,0.10699999999999932,0.0054800000000000005,1.62
N4038,1.7363965022766426,23.6726,0.5,0.26699999999999946,0.0054800000000000005,0.9
N4038,1.7579271831133292,23.21312,0.62,0.1850000000000005,0.0054800000000000005,1.08
N4038,1.8596185787721804,22.6389,0.4,0.1609999999999996,0.0054800000000000005,1.35
N4038,1.8629657589777624,22.339599999999997,0.4,0.24300000000000033,0.0054800000000000005,1.4
N4038,1.9044991553978199,21.528380000000002,0.36,0.22199999999999953,0.0054800000000000005,1.17
N4038,1.9688097139128582,22.848200000000002,0.38,0.23099999999999987,0.0054800000000000005,1.3
N4038,1.9711366294768062,22.115560000000002,0.25,0.11299999999999955,0.0054800000000000005,1.54
N4038,1.9872639541222354,21.885060000000003,0.42,0.2699999999999996,0.0054800000000000005,0.79
N4424,1.3400473176613932,23.903299999999998,0.53,0.266,0.00146,0.95
N4424,1.4568213480215986,24.08312,0.42,0.23399999999999999,0.00146,1.08
N4424,1.561101383649056,22.1817,0.73,0.2699999999999996,0.00146,1.55
N4536,1.2068258760318498,23.97874,0.41,0.012000000000000455,0.006030000000000001,0.91
N4536,1.2397998184470986,24.415940000000003,0.25,0.15499999999999936,0.006030000000000001,0.71
N4536,1.252853030979893,24.14348,0.36,-0.09799999999999898,0.006030000000000001,0.82
N4536,1.2533380053261065,23.83014,0.31,0.10400000000000098,0.006030000000000001,1.01
N4536,1.2659963704950792,23.77452,0.27,-0.28500000000000014,0.006030000000000001,1.18
N4536,1.2739267801005256,24.05154,0.23,-0.1880000000000006,0.006030000000000001,1.11
N4536,1.2837533833325265,23.88294,0.31,-0.25099999999999945,0.006030000000000001,1.21
N4536,1.3038437748886544,23.98856,0.23,-0.17099999999999937,0.006030000000000001,1.04
N4536,1.3178544893314692,24.24822,0.27,-0.26399999999999935,0.006030000000000001,0.73
N4536,1.333850145102545,24.52488,0.28,0.038000000000000256,0.006030000000000001,0.92
N4536,1.3378584290410944,24.33206,0.37,-0.08199999999999896,0.006030000000000001,1.29
N4536,1.3394514413064407,23.94856,0.38,-0.013999999999999346,0.006030000000000001,1.04
N4536,1.381295623003826,23.37154,0.23,0.17999999999999972,0.006030000000000001,1.11
N4536,1.3930484664167782,23.44084,0.36,-0.0009999999999994458,0.006030000000000001,1.06
N4536,1.4398062113933303,23.4661,0.33,-0.06199999999999939,0.006030000000000001,1.15
N4536,1.468790262099611,23.686799999999998,0.59,0.0030000000000001137,0.006030000000000001,1.2
N4536,1.4721711466923633,23.50224,0.27,-0.24499999999999922,0.006030000000000001,1.16
N4536,1.504742636271688,23.45294,0.26,0.06600000000000072,0.006030000000000001,1.21
N4536,1.5466660250701842,22.89312,0.26,-0.13199999999999967,0.006030000000000001,1.08
N4536,1.5653755027140737,22.83522,0.26,-0.06300000000000061,0.006030000000000001,1.23
N4536,1.5714759036819437,23.65312,0.33,-0.0470000000000006,0.006030000000000001,1.08
N4536,1.575187844927661,23.086280000000002,0.19,-0.12899999999999956,0.006030000000000001,1.02
N4536,1.5844443071651761,23.43926,0.24,0.08500000000000085,0.006030000000000001,1.09
N4536,1.632760888479439,23.08908,0.2,-0.2759999999999998,0.006030000000000001,1.22
N4536,1.646207612206685,22.80294,0.23,0.10400000000000098,0.006030000000000001,1.21
N4536,1.6993173010213822,22.9075,0.17,0.19599999999999973,0.006030000000000001,1.25
N4536,1.7240299729355977,22.62838,0.17,-0.30299999999999905,0.006030000000000001,1.17
N4536,1.7366354976868212,22.35154,0.18,-0.24600000000000044,0.006030000000000001,1.11
N4536,1.7728349272390183,22.1068,0.25,-0.04299999999999926,0.006030000000000001,1.2
N4536,1.774224904868919,22.468899999999998,0.17,0.1899999999999995,0.006030000000000001,1.35
N4536,1.8478809974453752,22.48452,0.17,0.12400000000000055,0.006030000000000001,1.18
N4536,1.9713686367914234,21.79698,0.17,0.08099999999999952,0.006030000000000001,1.07
N4536,1.9946690218255294,21.616619999999998,0.16,0.06300000000000061,0.006030000000000001,1.33
N4639,1.3330440298234871,23.49206,0.4,0.23499999999999943,0.0034,1.29
N4639,1.3475251599986895,24.24172,0.36,0.06099999999999994,0.0034,0.98
N4639,1.4065401804339552,24.04066,0.49,0.15200000000000102,0.0034,1.19
N4639,1.4117880045438689,23.44014,0.45,0.25399999999999956,0.0034,1.01
N4639,1.4337698339248657,24.19628,0.56,0.1980000000000004,0.0034,1.02
N4639,1.4857214264815801,23.74242,0.41,0.2859999999999996,0.0034,1.03
N4639,1.4891143693789193,24.04804,0.33,0.10999999999999943,0.0034,0.86
N4639,1.506234359612126,24.017339999999997,0.23,-0.019000000000000128,0.0034,0.81
N4639,1.5122840632818535,23.7498,0.41,0.33500000000000085,0.0034,0.7
N4639,1.5130843604651443,23.6526,0.52,0.3420000000000005,0.0034,0.9
N4639,1.5195655008805091,24.48786,0.29,0.054999999999999716,0.0034,0.99
N4639,1.524396122103842,24.451900000000002,0.29,0.0519999999999996,0.0034,0.85
N4639,1.5327543789924978,23.80488,0.24,0.06300000000000061,0.0034,0.92
N4639,1.6117233080073419,23.00786,0.35,0.17900000000000027,0.0034,0.99
N4639,1.6147917919564174,23.084,0.27,0.0470000000000006,0.0034,1.0
N4639,1.6595359071542164,23.6247,0.28,0.06300000000000061,0.0034,1.05
N4639,1.6810602436318118,23.0305,0.48,0.17300000000000004,0.0034,0.75
N4639,1.683677298818692,23.18066,0.51,0.26200000000000045,0.0034,1.19
N4639,1.6893976628212823,23.58154,0.18,-0.10800000000000054,0.0034,1.11
N4639,1.7005306569785916,22.95978,0.43,0.26500000000000057,0.0034,1.27
N4639,1.731346975545955,23.86522,0.28,0.025000000000000355,0.0034,1.23
N4639,1.7448403967853792,23.7626,0.29,0.12199999999999989,0.0034,0.9
N4639,1.7481104674949839,22.685579999999998,0.34,0.13000000000000078,0.0034,0.97
N4639,1.774224904868919,22.2298,0.34,0.2580000000000009,0.0034,0.7
N4639,1.9085386321719595,23.01328,0.29,0.23099999999999987,0.0034,1.52
N5584,1.317436496535099,24.34452,0.35,-0.07000000000000028,0.0054600000000000004,1.18
N5584,1.3236645356081003,25.11804,0.54,0.14400000000000013,0.0054600000000000004,0.86
N5584,1.3306166672944384,24.051,0.48,0.18599999999999994,0.0054600000000000004,1.5
N5584,1.355643050220869,25.45908,0.39,0.051000000000000156,0.0054600000000000004,1.22
N5584,1.3602146132953523,24.684179999999998,0.55,0.18399999999999928,0.0054600000000000004,0.87
N5584,1.3681008517093514,24.67068,0.35,-0.20199999999999996,0.0054600000000000004,0.62
N5584,1.371990911464915,25.14206,0.35,0.08000000000000007,0.0054600000000000004,1.29
N5584,1.3854275148051305,24.41646,0.42,-0.17799999999999905,0.0054600000000000004,0.89
N5584,1.3984608496082234,23.8596,0.42,-0.0129999999999999,0.0054600000000000004,1.4
N5584,1.3991543339582164,24.789260000000002,0.29,0.0030000000000001137,0.0054600000000000004,1.09
N5584,1.4077307280263354,24.48628,0.53,0.18100000000000094,0.0054600000000000004,1.02
N5584,1.4080702858871854,24.59084,0.31,-0.1739999999999995,0.0054600000000000004,1.06
N5584,1.4209454059219722,23.92276,0.39,0.021000000000000796,0.0054600000000000004,1.34
N5584,1.426023015689876,24.82452,0.35,0.0990000000000002,0.0054600000000000004,1.18
N5584,1.426836453803508,24.436980000000002,0.52,-0.002000000000000668,0.0054600000000000004,1.07
N5584,1.4398062113933303,24.45786,0.31,-0.08300000000000018,0.0054600000000000004,0.99
N5584,1.4451369687133042,24.0782,0.35,-0.058999999999999275,0.0054600000000000004,1.3
N5584,1.4507108781469193,24.57576,0.33,0.02800000000000047,0.0054600000000000004,0.84
N5584,1.4527062265110289,24.2217,0.55,-0.0259999999999998,0.0054600000000000004,1.55
N5584,1.4604467838807205,24.57576,0.41,0.08699999999999974,0.0054600000000000004,0.84
N5584,1.4699692094999595,24.041539999999998,0.27,-0.15399999999999991,0.0054600000000000004,1.11
N5584,1.4772659954248526,24.17996,0.42,0.21499999999999986,0.0054600000000000004,1.14
N5584,1.4781334281005176,24.27874,0.34,0.25200000000000067,0.0054600000000000004,0.91
N5584,1.4795753101749884,24.2154,0.25,-0.23000000000000043,0.0054600000000000004,1.1
N5584,1.480868923687168,23.94698,0.4,0.2010000000000005,0.0054600000000000004,1.07
N5584,1.4815859363676223,24.3068,0.46,0.08200000000000074,0.0054600000000000004,1.2
N5584,1.4842998393467859,24.484180000000002,0.32,-0.010999999999999233,0.0054600000000000004,0.87
N5584,1.4923412532549745,23.791539999999998,0.27,-0.057000000000000384,0.0054600000000000004,1.11
N5584,1.496514518697745,24.039260000000002,0.25,-0.04299999999999926,0.0054600000000000004,1.09
N5584,1.5050142400841071,23.71452,0.5,0.1330000000000009,0.0054600000000000004,1.18
N5584,1.529045170765769,23.584180000000003,0.36,-0.11100000000000065,0.0054600000000000004,0.87
N5584,1.5314789170422551,24.624000000000002,0.42,0.13100000000000023,0.0054600000000000004,1.0
N5584,1.537063142781617,24.35628,0.38,0.22900000000000098,0.0054600000000000004,1.02
N5584,1.545059584694003,24.22416,0.34,-0.08999999999999986,0.0054600000000000004,1.44
N5584,1.5596672783880576,23.6789,0.39,-0.05000000000000071,0.0054600000000000004,1.35
N5584,1.5621738633646483,23.89874,0.37,0.04499999999999993,0.0054600000000000004,0.91
N5584,1.5628873812938793,23.82644,0.46,0.15399999999999991,0.0054600000000000004,1.46
N5584,1.5632437011403981,24.127860000000002,0.32,-0.12700000000000067,0.0054600000000000004,0.99
N5584,1.5669086552268034,23.49962,0.34,0.0129999999999999,0.0054600000000000004,0.83
N5584,1.570192561095726,23.77786,0.22,-0.09500000000000064,0.0054600000000000004,0.99
N5584,1.5802405082653763,23.69662,0.23,-0.16000000000000014,0.0054600000000000004,1.33
N5584,1.5806969397124366,24.28224,0.31,0.11700000000000088,0.0054600000000000004,1.16
N5584,1.5821770376884088,24.17434,0.46,0.26500000000000057,0.0054600000000000004,1.31
N5584,1.585347911094591,24.687160000000002,0.46,0.17600000000000016,0.0054600000000000004,0.94
N5584,1.5872618496925341,24.08312,0.24,-0.09399999999999942,0.0054600000000000004,1.08
N5584,1.5928426831311002,23.53312,0.34,0.11400000000000077,0.0054600000000000004,1.08
N5584,1.592953571547866,24.13644,0.34,-0.032999999999999474,0.0054600000000000004,1.46
N5584,1.5957166199434245,24.11242,0.26,-0.11500000000000021,0.0054600000000000004,1.03
N5584,1.6016254795539446,23.76416,0.26,0.032999999999999474,0.0054600000000000004,1.44
N5584,1.607669436688243,24.5275,0.29,0.08099999999999952,0.0054600000000000004,1.25
N5584,1.6182573448404014,23.97838,0.34,0.05600000000000094,0.0054600000000000004,1.17
N5584,1.638189640190837,23.68628,0.37,0.14400000000000013,0.0054600000000000004,1.02
N5584,1.638389407665336,23.57188,0.34,-0.16600000000000037,0.0054600000000000004,1.42
N5584,1.6429588794097907,23.3296,0.37,0.1590000000000007,0.0054600000000000004,1.4
N5584,1.6649238934380817,23.73926,0.19,-0.1169999999999991,0.0054600000000000004,1.09
N5584,1.6698745024898025,23.75188,0.37,0.11700000000000088,0.0054600000000000004,1.42
N5584,1.680698029697635,23.468719999999998,0.35,-0.04400000000000048,0.0054600000000000004,1.48
N5584,1.683137131483007,23.346619999999998,0.35,0.1880000000000006,0.0054600000000000004,1.33
N5584,1.6904618932461783,24.02874,0.25,0.032999999999999474,0.0054600000000000004,0.91
N5584,1.6932871570056556,23.848200000000002,0.17,-0.13199999999999967,0.0054600000000000004,1.3
N5584,1.714078164981856,22.9868,0.26,0.0519999999999996,0.0054600000000000004,1.2
N5584,1.7154183225950563,23.19592,0.28,0.18100000000000094,0.0054600000000000004,1.28
N5584,1.7174208367223749,23.62838,0.31,0.26200000000000045,0.0054600000000000004,1.17
N5584,1.7288405683399715,23.096619999999998,0.25,0.01699999999999946,0.0054600000000000004,1.33
N5584,1.741466761769755,23.109260000000003,0.25,-0.002000000000000668,0.0054600000000000004,1.09
N5584,1.7495044238761424,23.19118,0.2,0.0860000000000003,0.0054600000000000004,1.37
N5584,1.7537362221750101,23.5105,0.24,-0.1479999999999997,0.0054600000000000004,0.75
N5584,1.7622282842864745,23.08768,0.25,0.04899999999999949,0.0054600000000000004,1.12
N5584,1.7703364410951492,24.05118,0.27,-0.0600000000000005,0.0054600000000000004,1.37
N5584,1.7785130117389247,23.28996,0.2,0.05400000000000027,0.0054600000000000004,1.14
N5584,1.782114147479071,23.661360000000002,0.4,0.1899999999999995,0.0054600000000000004,1.24
N5584,1.7823292689968369,23.64504,0.24,-0.1169999999999991,0.0054600000000000004,1.36
N5584,1.791971201020768,22.96786,0.26,0.04800000000000004,0.0054600000000000004,0.99
N5584,1.800166990201364,23.527160000000002,0.23,-0.12100000000000044,0.0054600000000000004,0.94
N5584,1.806790271584067,23.69084,0.22,0.05000000000000071,0.0054600000000000004,1.06
N5584,1.8541237821011671,23.12838,0.17,0.04400000000000048,0.0054600000000000004,1.17
N5584,1.8726806071519297,23.262240000000002,0.21,0.10200000000000031,0.0054600000000000004,1.16
N5584,1.9002578584377776,22.78662,0.18,-0.08399999999999963,0.0054600000000000004,1.33
N5584,1.9095560292411753,23.161360000000002,0.2,0.12599999999999945,0.0054600000000000004,1.24
N5584,1.9104109399146882,22.75066,0.19,-0.08099999999999952,0.0054600000000000004,1.19
N5584,1.9299805905155147,22.99698,0.25,0.012000000000000455,0.0054600000000000004,1.07
N5584,1.9469923407483722,22.70592,0.22,-0.019999999999999574,0.0054600000000000004,1.28
N5584,1.9901167660679044,22.57714,0.16,-0.0129999999999999,0.0054600000000000004,1.51
N5917,1.4144719496293028,24.85048,0.52,-0.2469999999999999,0.00635,1.32
N5917,1.4315245841874509,25.00644,0.36,-0.2469999999999999,0.00635,1.46
N5917,1.4546924492394768,25.01838,0.25,-0.2469999999999999,0.00635,1.17
N5917,1.4598446423882079,25.136280000000003,0.38,-0.2469999999999999,0.00635,1.02
N5917,1.5282737771670438,24.74576,0.38,-0.2469999999999999,0.00635,0.84
N5917,1.5314789170422551,24.81328,0.25,-0.2469999999999999,0.00635,1.52
N5917,1.6030360562505217,23.76802,0.49,-0.2469999999999999,0.00635,1.43
N5917,1.6657685507193798,23.785220000000002,0.39,-0.2469999999999999,0.00635,1.23
N5917,1.6885977750811698,23.50732,0.5,-0.2469999999999999,0.00635,1.38
N5917,1.701481635620927,24.40768,0.5,-0.2469999999999999,0.00635,1.12
N5917,1.7017406324372124,24.40348,0.46,-0.2469999999999999,0.00635,0.82
N5917,1.7052648623174043,23.48048,0.34,-0.2469999999999999,0.00635,1.32
N5917,1.7259116322950483,24.31944,0.3,-0.2469999999999999,0.00635,0.96
N7250,1.1778249718646818,24.87942,0.69,-0.21899999999999942,0.0038900000000000002,1.53
N7250,1.182414652434554,23.75626,0.56,-0.21899999999999942,0.0038900000000000002,1.59
N7250,1.1832698436828046,24.84646,0.46,-0.21899999999999942,0.0038900000000000002,0.89
N7250,1.2008504980910775,24.471539999999997,0.57,-0.21899999999999942,0.0038900000000000002,1.11
N7250,1.2415464805965484,25.083280000000002,0.66,-0.21899999999999942,0.0038900000000000002,1.52
N7250,1.2457593559672768,24.05468,0.4,-0.21899999999999942,0.0038900000000000002,1.62
N7250,1.2641091563058084,24.87838,0.56,-0.21899999999999942,0.0038900000000000002,1.17
N7250,1.2674064187529042,24.398380000000003,0.43,-0.21899999999999942,0.0038900000000000002,1.17
N7250,1.2873537727147466,24.892419999999998,0.6,-0.21899999999999942,0.0038900000000000002,1.03
N7250,1.3003780648707026,24.17276,0.25,-0.21899999999999942,0.0038900000000000002,1.34
N7250,1.308991029000164,24.7417,0.37,-0.21899999999999942,0.0038900000000000002,1.55
N7250,1.310480891462675,24.53698,0.31,-0.21899999999999942,0.0038900000000000002,1.07
N7250,1.3240765797394864,25.04872,0.6,-0.21899999999999942,0.0038900000000000002,1.48
N7250,1.4514794051248618,24.44924,0.28,-0.21899999999999942,0.0038900000000000002,1.66
N7250,1.5399538416563967,24.0873,0.43,-0.21899999999999942,0.0038900000000000002,1.95
N7250,1.5570257223863833,23.14328,0.53,-0.21899999999999942,0.0038900000000000002,1.52
N7250,1.6232492903979006,23.29224,0.58,-0.21899999999999942,0.0038900000000000002,1.16
N7250,1.6384892569546374,23.59592,0.32,-0.21899999999999942,0.0038900000000000002,1.28
N7250,1.7317498835272633,23.506619999999998,0.16,-0.21899999999999942,0.0038900000000000002,1.33
N7250,1.784189205380961,22.598200000000002,0.36,-0.21899999999999942,0.0038900000000000002,1.3
N7250,1.8650447216930992,22.48942,0.55,-0.21899999999999942,0.0038900000000000002,1.53
N7250,1.919601023784111,22.790480000000002,0.17,-0.21899999999999942,0.0038900000000000002,1.32
U9391,1.4104397862103466,25.57802,0.51,-0.010999999999999233,0.00638,1.43
U9391,1.4121244061733171,25.3233,0.36,0.025000000000000355,0.00638,0.95
U9391,1.4380674504534938,24.88522,0.45,0.05600000000000094,0.00638,1.23
U9391,1.446381812222442,26.07962,0.48,-0.0909999999999993,0.00638,0.83
U9391,1.4522465745204372,24.403460000000003,0.51,0.08900000000000041,0.00638,1.39
U9391,1.455453968778628,25.94348,0.46,0.0009999999999994458,0.00638,0.82
U9391,1.4869968884318225,25.37962,0.34,-0.08300000000000018,0.00638,0.83
U9391,1.504470862494419,25.40364,0.24,-0.03999999999999915,0.00638,1.26
U9391,1.5145477526602862,25.32488,0.34,-0.13299999999999912,0.00638,0.92
U9391,1.5384480517102173,25.81646,0.25,-0.11899999999999977,0.00638,0.89
U9391,1.5475285764597821,25.43488,0.2,-0.3049999999999997,0.00638,0.92
U9391,1.5504729571065634,24.77418,0.22,-0.08999999999999986,0.00638,0.87
U9391,1.569958818096594,25.096980000000002,0.32,-0.10699999999999932,0.00638,1.07
U9391,1.5761108941208397,24.5696,0.34,-0.07000000000000028,0.00638,1.4
U9391,1.5919545550467356,25.1196,0.51,0.06099999999999994,0.00638,1.4
U9391,1.6012993101943376,25.364,0.26,-0.08999999999999986,0.00638,1.0
U9391,1.6353832040474985,24.70856,0.32,0.051000000000000156,0.00638,1.04
U9391,1.6400837313731202,25.34996,0.4,0.08099999999999952,0.00638,1.14
U9391,1.648164778574001,25.51504,0.4,0.013999999999999346,0.00638,1.36
U9391,1.652149605401653,24.99048,0.19,-0.1869999999999994,0.00638,1.32
U9391,1.6550423413312016,24.25856,0.25,-0.013999999999999346,0.00638,1.04
U9391,1.716170347859854,24.12504,0.45,0.1639999999999997,0.00638,1.36
U9391,1.7246853882373594,24.98574,0.43,0.18100000000000094,0.00638,1.41
U9391,1.74170298395774,24.88206,0.41,0.11599999999999966,0.00638,1.29
U9391,1.7553411838115476,24.744880000000002,0.14,-0.1120000000000001,0.00638,0.92
