Gal,logP,mW,sig_mW,Fe/H,z,V-I
M101,1.1920095926536702,22.6389,0.38,0.34500000000000064,0.0008,1.35
M101,1.132899769944483,22.2647,0.34,0.386000000000001,0.0008,1.05
M101,1.1109262422664203,22.69592,0.33,0.3439999999999994,0.0008,1.28
M101,1.2571984261393445,21.278380000000002,0.4,0.3849999999999998,0.0008,1.17
M101,1.039414119176137,23.17646,0.47,0.33999999999999986,0.0008,0.89
M101,1.4578818967339924,21.534519999999997,0.17,0.30400000000000027,0.0008,1.18
M101,1.2084413564385674,22.3819,0.39,0.36400000000000077,0.0008,0.85
M101,1.504742636271688,21.49608,0.23,0.36599999999999966,0.0008,1.72
M101,1.39776625612645,21.313299999999998,0.3,0.3849999999999998,0.0008,0.95
M101,1.0989896394011773,22.24698,0.38,0.3309999999999995,0.0008,1.07
M101,1.0962145853464051,23.291,0.51,0.38700000000000045,0.0008,1.5
M101,1.2846562827885157,22.2382,0.42,0.386000000000001,0.0008,1.3
M101,1.380934463330702,21.88364,0.28,0.3810000000000002,0.0008,1.26
M101,0.9860099318532611,23.165399999999998,0.41,0.32399999999999984,0.0008,1.1
M101,1.0398105541483504,22.69576,0.37,0.33200000000000074,0.0008,0.84
M101,1.3113299523037931,21.70804,0.22,0.34699999999999953,0.0008,0.86
M101,1.4082399653118496,22.26312,0.21,0.26699999999999946,0.0008,1.08
M101,1.4407517004791854,21.65716,0.17,0.28800000000000026,0.0008,0.94
M101,1.0111473607757975,22.7654,0.24,0.23000000000000043,0.0008,1.1
M101,0.9672670915597856,22.544,0.42,0.29300000000000104,0.0008,1.0
M101,1.028977705208778,23.0926,0.46,0.3439999999999994,0.0008,0.9
M101,1.0330214446829107,22.92294,0.38,0.31099999999999994,0.0008,1.21
M101,0.8362608028584869,23.60874,0.25,0.25399999999999956,0.0008,0.91
M101,1.0166155475571774,23.2826,0.3,0.29100000000000037,0.0008,0.9
M101,0.8963057074660806,23.32488,0.31,0.30100000000000016,0.0008,0.92
M101,1.0362295440862945,22.65768,0.28,0.2989999999999995,0.0008,1.12
M101,1.414973347970818,21.59628,0.21,0.3019999999999996,0.0008,1.02
M101,1.184975190698261,22.16558,0.24,0.25099999999999945,0.0008,0.97
M101,0.8780619812900126,23.32804,0.31,0.29499999999999993,0.0008,0.86
M101,1.461348433647983,21.7975,0.22,0.38400000000000034,0.0008,1.25
M101,1.4273237863572472,21.76838,0.21,0.3330000000000002,0.0008,1.17
M101,1.2380461031287955,21.7661,0.29,0.29800000000000004,0.0008,1.15
M101,1.0817072700973491,22.629260000000002,0.47,0.3569999999999993,0.0008,1.09
M101,1.2619761913978127,22.07856,0.26,0.3409999999999993,0.0008,1.04
M101,1.2324878663529861,21.914,0.25,0.3439999999999994,0.0008,1.0
M101,0.9948448495533979,22.52856,0.4,0.3420000000000005,0.0008,1.04
M101,1.2926990030439298,22.42084,0.28,0.3520000000000003,0.0008,1.06
M101,1.236789099409293,22.176280000000002,0.27,0.3460000000000001,0.0008,1.02
M101,1.1072099696478683,22.8054,0.33,0.3490000000000002,0.0008,1.1
M101,1.0965624383741355,22.44048,0.29,0.33800000000000097,0.0008,1.32
M101,0.8298181874388775,23.766280000000002,0.38,0.23300000000000054,0.0008,1.02
M101,1.2823955047425255,21.5047,0.37,0.35800000000000054,0.0008,1.05
M101,1.04493154614916,22.73786,0.4,0.3680000000000003,0.0008,0.99
M101,1.14921911265538,22.625220000000002,0.24,0.33200000000000074,0.0008,1.23
M101,1.2913688504515826,22.39312,0.23,0.2900000000000009,0.0008,1.08
M101,1.0519239160461065,22.64172,0.29,0.354000000000001,0.0008,0.98
M101,1.186673867499745,22.614,0.26,0.3200000000000003,0.0008,1.0
M101,1.5174598265402321,21.604519999999997,0.16,0.2599999999999998,0.0008,1.18
M101,1.2574385668598138,22.73102,0.25,0.34299999999999997,0.0008,0.93
M101,1.3138672203691535,22.13066,0.22,0.35999999999999943,0.0008,1.19
M101,1.1473671077937864,22.72944,0.26,0.2729999999999997,0.0008,0.96
M101,1.160768561861128,22.2089,0.3,0.34800000000000075,0.0008,1.35
M101,1.0398105541483504,22.55066,0.32,0.3360000000000003,0.0008,1.19
M101,1.0161973535124391,22.8447,0.38,0.35299999999999976,0.0008,1.05
M101,1.0195316845312554,22.17048,0.41,0.34999999999999964,0.0008,1.32
M101,1.0614524790871933,22.5547,0.36,0.359,0.0008,1.05
M101,1.3632358044836939,21.97926,0.22,0.3569999999999993,0.0008,1.09
M101,1.2857822737793947,22.091700000000003,0.29,0.3550000000000004,0.0008,1.55
M101,0.7767011839884109,23.5247,0.39,0.35299999999999976,0.0008,1.05
M101,1.390935107103379,22.06382,0.21,0.35999999999999943,0.0008,1.13
M101,1.2496874278053016,22.365399999999998,0.22,0.3179999999999996,0.0008,1.1
M101,1.039414119176137,22.84646,0.37,0.3569999999999993,0.0008,0.89
M101,1.3951515915045425,22.0668,0.21,0.34699999999999953,0.0008,1.2
M101,1.176958980586908,22.924,0.26,0.29100000000000037,0.0008,1.0
M101,1.0318122713303703,22.4454,0.4,0.34500000000000064,0.0008,1.1
M101,1.4353665066126613,22.0568,0.17,0.3420000000000005,0.0008,1.2
M101,1.2638726768652235,22.4026,0.34,0.375,0.0008,0.9
M101,1.2746196190912382,22.32698,0.21,0.3670000000000009,0.0008,1.07
M101,1.024895960107485,22.53944,0.22,0.3130000000000006,0.0008,0.96
M101,1.1092409685882032,22.262240000000002,0.3,0.3550000000000004,0.0008,1.16
M101,1.498861688992884,21.18188,0.18,0.3719999999999999,0.0008,1.42
M101,0.8671137798319771,23.813299999999998,0.36,0.27999999999999936,0.0008,0.95
M101,1.0472748673841794,23.049599999999998,0.35,0.35299999999999976,0.0008,1.4
M101,1.0565237240791003,23.44014,0.31,0.3089999999999993,0.0008,1.01
M101,0.7046651854545292,23.795399999999997,0.55,0.26500000000000057,0.0008,1.1
M101,1.4629966120280562,21.8633,0.47,0.36400000000000077,0.0008,0.95
M101,1.028977705208778,22.58944,0.29,0.3520000000000003,0.0008,0.96
M101,1.177536499929862,22.92522,0.27,0.32699999999999996,0.0008,1.23
M101,0.9978230807457255,23.21032,0.36,0.28200000000000003,0.0008,0.88
M101,0.9573198968553408,22.89786,0.29,0.34800000000000075,0.0008,0.99
M101,1.089905111439398,22.50172,0.33,0.33200000000000074,0.0008,0.98
M101,0.9845273133437926,23.095399999999998,0.3,0.30100000000000016,0.0008,1.1
M101,1.2319790268315043,22.86014,0.24,0.3160000000000007,0.0008,1.01
M101,0.7210683017971591,23.892599999999998,0.47,0.3019999999999996,0.0008,0.9
M101,1.4250448745513888,21.90944,0.17,0.29300000000000104,0.0008,0.96
M101,1.1439511164239635,22.866280000000003,0.28,0.3279999999999994,0.0008,1.02
M101,1.3918169236132487,22.02908,0.18,0.3279999999999994,0.0008,1.22
M101,0.8963057074660806,23.624000000000002,0.52,0.3460000000000001,0.0008,1.0
M101,0.9674543681827408,23.41734,0.3,0.3330000000000002,0.0008,0.81
M101,0.8849651982007327,23.79102,0.43,0.34299999999999997,0.0008,0.93
M101,1.2281436075977417,22.67874,0.23,0.3130000000000006,0.0008,0.91
M101,1.0856472882968566,22.88102,0.3,0.31900000000000084,0.0008,0.93
M101,1.1109262422664203,23.291539999999998,0.24,0.3179999999999996,0.0008,1.11
M101,1.0111473607757975,22.851020000000002,0.45,0.3260000000000005,0.0008,0.93
M101,1.4225898398514822,21.56786,0.21,0.36299999999999955,0.0008,0.99
M101,0.7455432019980242,24.18084,0.42,0.31900000000000084,0.0008,1.06
M101,1.1559430179718369,22.12312,0.27,0.2889999999999997,0.0008,1.08
M101,1.4026052419199146,21.74276,0.2,0.3179999999999996,0.0008,1.34
M101,1.2352758766870524,22.1989,0.2,0.28500000000000014,0.0008,1.35
M101,0.8200700343123257,23.57804,0.3,0.2469999999999999,0.0008,0.86
M101,0.8726806071519296,23.4926,0.33,0.2859999999999996,0.0008,0.9
M101,1.2350231594952235,22.80118,0.19,0.2550000000000008,0.0008,1.37
M101,1.1357685145678222,22.6133,0.3,0.24799999999999933,0.0008,0.95
M101,1.2891428359323331,22.49522,0.2,0.2629999999999999,0.0008,1.23
M101,0.8543667780408696,23.39926,0.39,0.3249999999999993,0.0008,1.09
M101,1.2911467617318857,22.26014,0.21,0.3179999999999996,0.0008,1.01
M101,1.2835273648616936,22.3947,0.22,0.3119999999999994,0.0008,1.05
M101,0.9018395920512295,23.5626,0.29,0.29800000000000004,0.0008,0.9
M101,1.470116353151004,21.825560000000003,0.17,0.26900000000000013,0.0008,1.54
M101,1.1818435879447726,22.122419999999998,0.22,0.23900000000000077,0.0008,1.03
M101,1.14705767102836,22.410140000000002,0.24,0.2680000000000007,0.0008,1.01
M101,0.7839035792727349,23.78348,0.43,0.2680000000000007,0.0008,0.82
M101,1.4191293077419758,22.17258,0.17,0.2560000000000002,0.0008,1.47
M101,1.4169731726030363,21.69014,0.17,0.28200000000000003,0.0008,1.01
M101,1.3624824747511743,21.832240000000002,0.21,0.3089999999999993,0.0008,1.16
M101,1.021189299069938,22.868380000000002,0.35,0.3119999999999994,0.0008,1.17
M101,1.3811150807098507,21.96416,0.23,0.3179999999999996,0.0008,1.44
M101,1.0285712526925377,23.09804,0.34,0.3019999999999996,0.0008,0.86
M101,0.7897921677306754,24.16786,0.51,0.31700000000000017,0.0008,0.99
M101,1.0358298252528282,22.6447,0.4,0.3179999999999996,0.0008,1.05
M101,1.0561422620590524,23.40944,0.32,0.3160000000000007,0.0008,0.96
M101,1.110589710299249,22.83874,0.35,0.2810000000000006,0.0008,0.91
M101,1.190611797813605,22.81294,0.2,0.25900000000000034,0.0008,1.21
M101,0.8363241157067517,23.657339999999998,0.39,0.3000000000000007,0.0008,0.81
M101,0.7824009524965299,23.26558,0.39,0.25900000000000034,0.0008,0.97
M101,0.9718322799249252,23.700319999999998,0.34,0.27500000000000036,0.0008,0.88
M101,1.311541958401195,21.876459999999998,0.18,0.245000000000001,0.0008,0.89
M101,1.5424519473759766,21.8282,0.17,0.28500000000000014,0.0008,1.3
M101,1.0530784434834197,23.15558,0.23,0.2580000000000009,0.0008,0.97
M101,1.0519239160461065,23.009439999999998,0.26,0.28800000000000026,0.0008,0.96
M101,1.2612628687924936,22.20786,0.19,0.27800000000000047,0.0008,0.99
M101,0.9434450490250305,23.537860000000002,0.27,0.2530000000000001,0.0008,0.99
M101,1.159266331093494,22.288040000000002,0.18,0.261000000000001,0.0008,0.86
M101,1.1498346967157849,22.859260000000003,0.28,0.2940000000000005,0.0008,1.09
M101,1.429752280002408,22.053639999999998,0.16,0.2370000000000001,0.0008,1.26
M101,0.8046845149069404,24.05576,0.39,0.24900000000000055,0.0008,0.84
M101,1.2156375634350618,22.7482,0.21,0.2989999999999995,0.0008,1.3
M101,1.2617385473525378,21.658559999999998,0.33,0.3490000000000002,0.0008,1.04
M101,1.1439511164239635,22.01084,0.28,0.3490000000000002,0.0008,1.06
M101,1.1065308538223813,23.10786,0.26,0.34299999999999997,0.0008,0.99
M101,1.2545480771089739,22.811020000000003,0.24,0.245000000000001,0.0008,0.93
N1015,1.4695274791870139,25.43892,0.41,-0.02200000000000024,0.00877,0.78
N1015,1.5130843604651443,24.62416,0.48,-0.14000000000000057,0.00877,1.44
N1015,1.5438198051426577,24.218719999999998,0.38,0.006999999999999673,0.00877,1.48
N1015,1.6065963091792852,24.26978,0.44,-0.05799999999999983,0.00877,1.27
N1015,1.6996643202023733,24.5582,0.35,-0.18900000000000006,0.00877,1.3
N1015,1.7655195430979524,24.64696,0.27,-0.18299999999999983,0.00877,1.64
N1015,1.7913397039651395,23.37082,0.31,-0.15799999999999947,0.00877,1.63
N1015,1.793231447056521,23.93908,0.4,0.08099999999999952,0.00877,1.22
N1015,1.8052289142034261,23.846619999999998,0.25,-0.2029999999999994,0.00877,1.33
N1015,1.847634344318255,23.6896,0.3,0.1609999999999996,0.00877,1.4
N1015,1.8717480189918716,24.23066,0.32,0.21499999999999986,0.00877,1.19
N1015,1.8727970399895983,23.7775,0.21,-0.3249999999999993,0.00877,1.25
N1015,1.9411634601584733,23.52382,0.17,-0.11999999999999922,0.00877,1.13
N1015,1.988960070390338,23.34136,0.22,0.20899999999999963,0.00877,1.24
N1309,1.5809249756756194,25.043120000000002,0.22,-0.2419999999999991,0.0071200000000000005,1.08
N1309,1.5945030438200891,24.792759999999998,0.42,-0.10200000000000031,0.0071200000000000005,1.34
N1309,1.5957166199434245,24.83996,0.24,-0.031000000000000583,0.0071200000000000005,1.14
N1309,1.5965970956264601,24.804000000000002,0.24,-0.06600000000000072,0.0071200000000000005,1.0
N1309,1.600210306409328,25.08908,0.26,0.041999999999999815,0.0071200000000000005,1.22
N1309,1.6110857334148727,24.029600000000002,0.55,0.15000000000000036,0.0071200000000000005,1.4
N1309,1.6129956560323475,24.6261,0.18,-0.17799999999999905,0.0071200000000000005,1.15
N1309,1.6208644752651211,23.97522,0.45,0.21300000000000097,0.0071200000000000005,1.23
N1309,1.6226284261293251,23.834699999999998,0.5,0.16300000000000026,0.0071200000000000005,1.05
N1309,1.624385241420265,24.092419999999997,0.28,0.03599999999999959,0.0071200000000000005,1.03
N1309,1.6448323288256363,24.91154,0.57,0.0009999999999994458,0.0071200000000000005,1.11
N1309,1.6465997517203734,23.9031,0.34,0.1509999999999998,0.0071200000000000005,1.65
N1309,1.649334858712142,24.60646,0.22,-0.08499999999999908,0.0071200000000000005,0.89
N1309,1.6464037262230695,23.583460000000002,0.45,0.041999999999999815,0.0071200000000000005,1.39
N1309,1.6575338875579864,24.246280000000002,0.24,0.0039999999999995595,0.0071200000000000005,1.02
N1309,1.6775157047987574,24.26276,0.53,0.01699999999999946,0.0071200000000000005,1.34
N1309,1.679609571779756,24.3933,0.33,-0.10899999999999999,0.0071200000000000005,0.95
N1309,1.6828667956623247,24.40522,0.43,-0.07900000000000063,0.0071200000000000005,1.23
N1309,1.6800634274819486,23.33434,0.62,0.038000000000000256,0.0071200000000000005,1.31
N1309,1.685293781386784,24.26328,0.3,-0.08099999999999952,0.0071200000000000005,1.52
N1309,1.695218918905151,24.6389,0.23,0.016000000000000014,0.0071200000000000005,1.35
N1309,1.7060346607143506,24.4375,0.49,0.25,0.0071200000000000005,1.25
N1309,1.7107940999303275,24.30996,0.24,0.025000000000000355,0.0071200000000000005,1.14
N1309,1.7112165243210902,24.2912,0.6,0.09800000000000075,0.0071200000000000005,0.8
N1309,1.716170347859854,23.79574,0.18,-0.08999999999999986,0.0071200000000000005,1.41
N1309,1.7201593034059568,24.14154,0.4,0.12599999999999945,0.0071200000000000005,1.11
N1309,1.7329563695756247,24.306459999999998,0.65,0.13899999999999935,0.0071200000000000005,0.89
N1309,1.754501229386917,24.33382,0.25,0.10999999999999943,0.0071200000000000005,1.13
N1309,1.7702627381705933,24.524340000000002,0.33,0.15399999999999991,0.0071200000000000005,1.31
N1309,1.7706311277778066,24.189239999999998,0.43,0.0779999999999994,0.0071200000000000005,1.66
N1309,1.8104341559226726,23.98556,0.33,-0.09799999999999898,0.0071200000000000005,1.54
N1309,1.8118430061764774,23.24048,0.54,0.1590000000000007,0.0071200000000000005,1.32
N1309,1.8075350280688534,23.810480000000002,0.19,-0.13599999999999923,0.0071200000000000005,1.32
N1309,1.8305886686851442,24.154519999999998,0.19,0.02999999999999936,0.0071200000000000005,1.18
N1309,1.7628285531890906,23.989600000000003,0.35,0.14300000000000068,0.0071200000000000005,1.4
N1309,1.8409212001987718,24.14154,0.22,-0.019999999999999574,0.0071200000000000005,1.11
N1309,1.8407332346118068,23.88926,0.21,0.08999999999999986,0.0071200000000000005,1.09
N1309,1.8541845438336066,23.703120000000002,0.23,-0.06600000000000072,0.0071200000000000005,1.08
N1309,1.8669958131106479,23.935579999999998,0.3,0.1720000000000006,0.0071200000000000005,0.97
N1309,1.879439965995217,23.631,0.4,0.09399999999999942,0.0071200000000000005,1.5
N1309,1.927062243493,23.85698,0.5,0.06099999999999994,0.0071200000000000005,1.07
N1309,1.9288565335819108,23.409779999999998,0.4,0.18299999999999983,0.0071200000000000005,1.27
N1309,1.9570802596578998,23.504340000000003,0.18,-0.04299999999999926,0.0071200000000000005,1.31
N1309,1.9586116577648793,23.67084,0.36,0.2370000000000001,0.0071200000000000005,1.06
N1365,1.2013971243204515,24.79594,0.63,-0.009999999999999787,0.00545,0.71
N1365,1.216165902285993,24.75978,0.32,-0.4039999999999999,0.00545,1.27
N1365,1.2232362731029975,24.19032,0.4,-0.10899999999999999,0.00545,0.88
N1365,1.2304489213782739,24.87698,0.33,-0.2110000000000003,0.00545,1.07
N1365,1.230704313612569,25.46874,0.44,-0.02800000000000047,0.00545,0.91
N1365,1.2942457161381182,24.60138,0.4,-0.03999999999999915,0.00545,0.67
N1365,1.4099331233312946,24.13646,0.18,-0.3439999999999994,0.00545,0.89
N1365,1.4163075870598825,23.59786,0.7,0.05400000000000027,0.00545,0.99
N1365,1.4307198878632823,23.63504,0.36,0.034000000000000696,0.00545,1.36
N1365,1.4310419453358854,24.01014,0.19,-0.34299999999999997,0.00545,1.01
N1365,1.4385423487861106,24.00856,0.24,-0.1039999999999992,0.00545,1.04
N1365,1.4462264017781632,24.484180000000002,0.32,0.015000000000000568,0.00545,0.87
N1365,1.467312062980552,23.71628,0.24,-0.11899999999999977,0.00545,1.02
N1365,1.4679039465228003,24.10172,0.23,-0.2530000000000001,0.00545,0.98
N1365,1.4690852991231205,23.7689,0.23,-0.2859999999999996,0.00545,1.35
N1365,1.4820155764507117,23.57206,0.48,0.027000000000001023,0.00545,1.29
N1365,1.4827307000799428,23.47874,0.42,0.027000000000001023,0.00545,0.91
N1365,1.496514518697745,24.071379999999998,0.3,0.021000000000000796,0.00545,0.67
N1365,1.5108130105124962,23.956280000000003,0.45,0.0730000000000004,0.00545,1.02
N1365,1.5327543789924978,23.72294,0.19,-0.14400000000000013,0.00545,1.21
N1365,1.5454308294653512,23.07294,0.26,-0.038000000000000256,0.00545,1.21
N1365,1.5683190850951119,23.64854,0.38,0.19400000000000084,0.00545,1.61
N1365,1.5917322389518356,23.63084,0.41,0.08099999999999952,0.00545,1.06
N1365,1.6099144100859977,23.02996,0.2,-0.1509999999999998,0.00545,1.14
N1365,1.6111920608684343,23.70802,0.23,0.0009999999999994458,0.00545,1.43
N1365,1.6324572921847242,23.0154,0.36,0.02999999999999936,0.00545,1.1
N1365,1.6334684555795864,23.58558,0.32,-0.1039999999999992,0.00545,0.97
N1365,1.6743098889414771,22.67874,0.22,0.02400000000000091,0.00545,0.91
N1365,1.7113853790984517,23.39662,0.25,0.0600000000000005,0.00545,1.33
N1365,1.756864224060549,23.0533,0.16,-0.15600000000000058,0.00545,0.95
N1365,1.800510876894368,22.840480000000003,0.26,0.0909999999999993,0.00545,1.32
N1365,1.8354368948018582,22.417499999999997,0.32,0.15200000000000102,0.00545,1.25
N1448,1.182414652434554,25.22312,0.54,-0.07600000000000051,0.0039,1.08
N1448,1.1925674533365456,25.66928,0.42,0.0600000000000005,0.0039,0.52
N1448,1.1981069988734014,24.27294,0.41,0.03599999999999959,0.0039,1.21
N1448,1.2041199826559248,23.97172,0.62,0.04400000000000048,0.0039,0.98
N1448,1.2049335223541449,25.1398,0.37,-0.10699999999999932,0.0039,0.7
N1448,1.2084413564385674,24.74084,0.29,-0.14700000000000024,0.0039,1.06
N1448,1.2092468487533738,24.704359999999998,0.51,0.05400000000000027,0.0039,0.74
N1448,1.2234959409623944,24.74662,0.28,0.009999999999999787,0.0039,1.33
N1448,1.242292904982931,24.6147,0.2,-0.19699999999999918,0.0039,1.05
N1448,1.2543063323312855,24.58768,0.35,0.040000000000000924,0.0039,1.12
N1448,1.2595938788859486,25.0503,0.3,-0.02800000000000047,0.0039,1.45
N1448,1.2600713879850747,24.44278,0.7,0.11800000000000033,0.0039,0.77
N1448,1.2612628687924936,23.76366,0.43,-0.0860000000000003,0.0039,0.69
N1448,1.2641091563058084,24.3384,0.38,-0.11299999999999955,0.0039,0.6
N1448,1.2657609167176105,24.1112,0.41,-0.016000000000000014,0.0039,0.8
N1448,1.2837533833325265,24.034519999999997,0.25,-0.08099999999999952,0.0039,1.18
N1448,1.2909245593827543,23.993660000000002,0.29,-0.11599999999999966,0.0039,0.69
N1448,1.31492005599242,23.50804,0.5,0.10699999999999932,0.0039,0.86
N1448,1.325720858019412,24.0426,0.3,0.032999999999999474,0.0039,0.9
N1448,1.327563260187278,24.14752,0.21,-0.14300000000000068,0.0039,0.68
N1448,1.3279716236230106,24.3982,0.23,0.031000000000000583,0.0039,1.3
N1448,1.3348556896172916,24.68506,0.27,-0.06700000000000017,0.0039,0.79
N1448,1.3654879848908996,24.63068,0.49,-0.0909999999999993,0.0039,0.62
N1448,1.370698092575577,24.44102,0.17,-0.06700000000000017,0.0039,0.93
N1448,1.3928727454020795,23.691879999999998,0.28,0.09399999999999942,0.0039,1.42
N1448,1.4119562379304016,24.17524,0.19,-0.0030000000000001137,0.0039,0.66
N1448,1.4173055832445256,23.90048,0.19,-0.14199999999999946,0.0039,1.32
N1448,1.4220971631317103,24.00734,0.22,-0.16799999999999926,0.0039,0.81
N1448,1.4289442900355744,23.93996,0.47,0.045999999999999375,0.0039,1.14
N1448,1.4358443659844413,23.564880000000002,0.42,0.02200000000000024,0.0039,0.92
N1448,1.4488608456074408,24.1482,0.21,0.03700000000000081,0.0039,1.3
N1448,1.4893959217271295,23.49768,0.18,-0.16000000000000014,0.0039,1.12
N1448,1.4976206497812876,23.88118,0.3,-0.06199999999999939,0.0039,1.37
N1448,1.5207454715194824,24.25102,0.23,-0.12899999999999956,0.0039,0.93
N1448,1.5300715688373783,23.83576,0.2,-0.04899999999999949,0.0039,0.84
N1448,1.53567380342575,23.625220000000002,0.65,0.1120000000000001,0.0039,1.23
N1448,1.5422027824340283,23.296280000000003,0.29,0.07000000000000028,0.0039,1.02
N1448,1.5573868820595071,23.05312,0.22,-0.06899999999999906,0.0039,1.08
N1448,1.5693739096150459,23.2075,0.32,0.08200000000000074,0.0039,1.25
N1448,1.587823171318955,23.90084,0.19,0.05600000000000094,0.0039,1.06
N1448,1.592953571547866,23.34348,0.16,-0.13400000000000034,0.0039,0.82
N1448,1.5957166199434245,23.70208,0.31,0.051000000000000156,0.0039,0.72
N1448,1.6427612032653205,23.10416,0.32,0.05400000000000027,0.0039,1.44
N1448,1.644635503768153,23.03032,0.19,-0.09799999999999898,0.0039,0.88
N1448,1.6582976503081899,22.603800000000003,0.51,0.19299999999999962,0.0039,1.7
N1448,1.6908160579809155,23.13996,0.13,-0.1639999999999997,0.0039,1.14
N1448,1.6908160579809155,23.155739999999998,0.16,-0.1280000000000001,0.0039,1.41
N1448,1.6958317728266923,23.484,0.14,-0.13899999999999935,0.0039,1.0
N1448,1.7043221408222353,22.9705,0.14,0.038000000000000256,0.0039,0.75
N1448,1.717004407040547,23.02978,0.15,0.0779999999999994,0.0039,1.27
N1448,1.739809599021359,23.118219999999997,0.15,-0.1349999999999998,0.0039,0.73
N1448,1.7523558041535008,22.61242,0.18,0.03500000000000014,0.0039,1.03
N1448,1.778078861937455,22.86084,0.17,-0.0990000000000002,0.0039,1.06
N1448,1.970114322285097,22.42136,0.12,0.02800000000000047,0.0039,1.24
N2442,1.1763806922432705,24.48292,0.55,0.0600000000000005,0.004889999999999999,1.78
N2442,1.1855421548543752,24.731699999999996,0.5,0.2959999999999994,0.004889999999999999,1.55
N2442,1.1956229435869368,25.25224,0.52,-0.19599999999999973,0.004889999999999999,1.16
N2442,1.1975562131535364,24.70418,0.6,-0.26099999999999923,0.004889999999999999,0.87
N2442,1.1975562131535364,24.522039999999997,0.63,-0.1349999999999998,0.004889999999999999,1.86
N2442,1.2008504980910775,25.08802,0.67,0.22600000000000087,0.004889999999999999,1.43
N2442,1.2022157758011316,24.861520000000002,0.69,0.19400000000000084,0.004889999999999999,1.68
N2442,1.2065560440990295,25.465020000000003,0.7,-0.19299999999999962,0.004889999999999999,1.93
N2442,1.2113875529368587,24.34486,0.51,0.12700000000000067,0.004889999999999999,1.49
N2442,1.2276296495710086,24.18574,0.61,0.27999999999999936,0.004889999999999999,1.41
N2442,1.2327420627207368,24.866780000000002,0.44,0.35299999999999976,0.004889999999999999,1.77
N2442,1.2332500095411003,25.36872,0.66,-0.2289999999999992,0.004889999999999999,1.48
N2442,1.248463717551032,24.13608,0.59,0.14400000000000013,0.004889999999999999,1.72
N2442,1.2727695865517594,24.8303,0.67,-0.022999999999999687,0.004889999999999999,1.45
N2442,1.2741578492636798,24.73292,0.59,0.02800000000000047,0.004889999999999999,1.78
N2442,1.2929202996000062,24.94906,0.54,-0.04899999999999949,0.004889999999999999,1.79
N2442,1.2949069106051925,24.21416,0.62,0.3960000000000008,0.004889999999999999,1.44
N2442,1.297760511099134,24.032919999999997,0.66,-0.11399999999999899,0.004889999999999999,1.78
N2442,1.3014640731432998,25.29944,0.55,0.1750000000000007,0.004889999999999999,0.96
N2442,1.3027637084729817,24.1589,0.52,0.23199999999999932,0.004889999999999999,1.35
N2442,1.3031960574204888,24.3389,0.61,0.06199999999999939,0.004889999999999999,1.35
N2442,1.307496037913213,23.779600000000002,0.53,0.40000000000000036,0.004889999999999999,1.4
N2442,1.3081373786380386,24.94978,0.48,0.02400000000000091,0.004889999999999999,1.27
N2442,1.3100557377508915,24.325560000000003,0.55,0.07499999999999929,0.004889999999999999,1.54
N2442,1.3102683666324475,24.4652,0.65,0.2010000000000005,0.004889999999999999,1.8
N2442,1.3207692283386865,23.823259999999998,0.66,-0.12700000000000067,0.004889999999999999,2.09
N2442,1.3222192947339193,24.57784,0.54,0.12199999999999989,0.004889999999999999,1.56
N2442,1.3236645356081003,24.15924,0.64,-0.013999999999999346,0.004889999999999999,1.66
N2442,1.328583449714202,24.117839999999998,0.64,0.2629999999999999,0.004889999999999999,1.56
N2442,1.3322364154914432,23.80732,0.55,-0.009999999999999787,0.004889999999999999,1.38
N2442,1.3418300569205104,24.751199999999997,0.66,0.43599999999999994,0.004889999999999999,0.8
N2442,1.3432115901797474,24.94698,0.69,0.2759999999999998,0.004889999999999999,1.07
N2442,1.344588742578714,23.89538,0.51,-0.13199999999999967,0.004889999999999999,1.67
N2442,1.3475251599986895,24.571199999999997,0.57,0.22900000000000098,0.004889999999999999,0.8
N2442,1.3560258571931227,25.081,0.51,0.025000000000000355,0.004889999999999999,1.5
N2442,1.3588862044058692,24.0938,0.65,0.24300000000000033,0.004889999999999999,1.7
N2442,1.3632358044836939,23.764519999999997,0.59,0.2560000000000002,0.004889999999999999,1.18
N2442,1.3636119798921444,23.967660000000002,0.47,0.4499999999999993,0.004889999999999999,1.69
N2442,1.3641756327706194,24.496959999999998,0.55,0.2740000000000009,0.004889999999999999,1.64
N2442,1.368286884902131,24.68152,0.43,0.21300000000000097,0.004889999999999999,1.68
N2442,1.3725438007590702,24.35172,0.54,0.36599999999999966,0.004889999999999999,0.98
N2442,1.3866772839608377,24.14818,0.66,0.27200000000000024,0.004889999999999999,1.87
